0.0,0.0,0.0,0.0,0.0,0.0
0.0089,0.2133,0.9272,0.0949,0.5612,0.0299
0.0353,0.4204,1.8459,0.3699,1.0623,0.1195
0.0777,0.6154,2.7481,0.7969,1.4495,0.2686
0.1341,0.7929,3.6259,1.332,1.6805,0.4765
0.2015,0.9479,4.4723,1.9205,1.7292,0.7425
0.2764,1.0766,5.281,2.5025,1.5882,1.0658
0.355,1.1757,6.0468,3.019,1.2691,1.4452
0.4329,1.2432,6.7655,3.4177,0.8016,1.8792
0.5061,1.2783,7.4343,3.6591,0.2302,2.3665
0.5705,1.2813,8.0518,3.7196,-0.3909,2.9053
0.6222,1.2535,8.6181,3.5943,-1.0035,3.4936
0.6583,1.1974,9.1346,3.2971,-1.5515,4.1293
0.6762,1.1166,9.6042,2.8585,-1.9867,4.8103
0.6745,1.0153,10.0315,2.3224,-2.2742,5.5339
0.6092,0.8385,9.7275,1.6246,-2.2361,5.8779
0.535,0.675,9.4356,1.0213,-2.0573,6.2115
0.455,0.5271,9.1604,0.5366,-1.7774,6.5342
0.3723,0.3965,8.9064,0.1818,-1.4389,6.8455
0.2905,0.2844,8.6776,-0.0454,-1.0832,7.1447
0.2129,0.1917,8.4775,-0.1588,-0.7472,7.4314
0.143,0.1183,8.3092,-0.1821,-0.46,7.7051
0.0839,0.0637,8.1756,-0.1455,-0.2403,7.9653
0.0387,0.0269,8.0785,-0.0821,-0.0951,8.2115
0.01,0.0063,8.0197,-0.0243,-0.0201,8.4433
0.0,0.0,8.0,-0.0,-0.0,8.6603
0.0105,0.0055,8.0197,-0.0296,-0.011,8.862
0.0426,0.0201,8.0785,-0.1234,-0.0235,9.0483
0.0971,0.0408,8.1756,-0.2808,-0.0059,9.2186
0.1739,0.0647,8.3092,-0.4895,0.0723,9.3728
0.2725,0.0885,8.4775,-0.7265,0.2361,9.5106
0.3916,0.1093,8.6776,-0.9608,0.5023,9.6316
0.5295,0.1242,8.9064,-1.1552,0.8769,9.7358
0.6839,0.1305,9.1604,-1.271,1.3535,9.8229
0.8521,0.1258,9.4356,-1.2711,1.9131,9.8927
1.0308,0.1083,9.7275,-1.1242,2.525,10.1
1.2165,0.0765,10.0315,-0.8084,3.1484,12.5
1.4055,0.0294,10.343,-0.3137,3.7357,15.2
1.5938,-0.0334,10.657,0.3557,4.2363,12.1
1.7776,-0.1118,10.9685,1.1812,4.6003,11.5
1.9528,-0.2052,11.2725,2.1297,4.7834,10.5
2.1157,-0.3124,11.5644,3.1561,4.7502,9.9
2.2629,-0.4317,11.8396,4.2054,4.4783,9.8229
2.3912,-0.5609,12.0936,5.217,3.9599,9.7358
2.4979,-0.6974,12.3224,6.1289,3.2041,9.6316
2.5807,-0.8385,12.5225,6.8819,2.2361,9.5106
2.6379,-0.981,12.6908,7.4247,1.0964,9.3728
2.6685,-1.1217,12.8244,7.7174,-0.1617,9.2186
2.6718,-1.2573,12.9215,7.7349,-1.4755,9.0483
2.6481,-1.3844,12.9803,7.4687,-2.7776,8.862
2.5981,-1.5,13.0,6.9282,-4.0,8.6603
